species,year,decimalLongitude,decimalLatitude
Monstera deliciosa,2021,-84.214189,10.016347
Symbolanthus pulcherrimus,2021,-84.034248,10.058763
Ipomoea aristolochiifolia,2021,-84.05454,10.01409
Tillandsia guatemalensis,2022,-83.992056,9.992849
Heliconia rostrata,2021,-84.211363,10.097278
Piper tuberculatum,2021,-84.176625,9.926424
Robinsonella lindeniana,2021,-84.058659,9.985292
Anoda cristata,2022,-84.140889,9.890656
Columnea glabra,2008,-84.148153,9.866538
Oncidium bryolophotum,2021,-84.142897,9.876167
Pachystachys lutea,2021,-83.943462,9.909199
Pyrostegia venusta,2011,-84.078847,9.98046
Monstera adansonii,2020,-83.943462,9.909199
Justicia aurea,2021,-84.142897,9.876167
Monoclea gottschei,2021,-83.783692,9.759041
Dahlia imperialis,2022,-84.140964,9.889778
Dahlia imperialis,2022,-84.140964,9.889778
Euphorbia heterophylla,2022,-84.130114,9.886703
Tridax procumbens,2021,-84.168178,9.987917
Aechmea mexicana,2022,-83.871574,9.826324
Philodendron hederaceum,2021,-84.251686,10.025985
Centropogon costaricae,2021,-84.140897,9.877408
Mammea americana,2021,-84.174114,9.982088
Monstera deliciosa,2016,-84.078847,9.98046
Robinsonella lindeniana,2022,-84.130158,9.885156
Heliconia psittacorum,2021,-84.191095,10.095822
Anoda cristata,2022,-84.130047,9.886408
Castilleja arvensis,2022,-84.152492,9.883881
Thunbergia mysorensis,2021,-84.07875,9.981658
Melanthera nivea,2022,-84.1412,9.890814
Barleria oenotheroides,2022,-84.078864,9.980997
Robinsonella lindeniana,2022,-84.141819,9.890403
Zinnia elegans,2020,-84.089511,9.915116
Robinsonella lindeniana,2021,-84.140033,9.891894
Castilleja arvensis,2022,-84.140469,9.892264
Pyrostegia venusta,2021,-84.078347,9.981347
Sphagneticola trilobata,2021,-84.210595,10.057445
Tinantia erecta,2021,-84.064825,9.933353
Cestrum cristinae,2021,-84.140867,9.877472
Emilia fosbergii,2021,-84.043328,9.921306
Thunbergia grandiflora,2021,-84.251686,10.025985
Hydrangea macrophylla,2011,-84.078847,9.98046
Drimys granadensis,2021,-84.141369,9.86575
Elaphoglossum eximium,2021,-83.85632,9.756561
Castilleja arvensis,2022,-84.141003,9.892764
Callisia monandra,2021,-84.043635,9.991865
Castilleja arvensis,2021,-84.060458,9.933942
Castilleja arvensis,2022,-84.141708,9.889986
Youngia japonica,2021,-84.191117,10.095778
Cocos nucifera,2021,-84.181837,9.916648
Tillandsia multicaulis,2022,-83.992056,9.992849
Cedrela odorata,2021,-84.057996,9.81141
Cosmos sulphureus,2021,-83.912313,9.857247
Dahlia imperialis,2021,-84.137144,9.88231
Passiflora biflora,2021,-84.057808,9.935786
Pteris vittata,2022,-84.0749,9.93769
Euphorbia hirta,2021,-84.168167,9.987895
Carica papaya,2021,-83.943462,9.909199
Castilleja arvensis,2022,-84.141761,9.890586
Terminalia oblonga,2021,-84.174787,9.98284
Rivina humilis,2021,-83.943462,9.909199
Ochroma pyramidale,2021,-84.37913,9.982396
Chaetogastra naudiniana,2021,-84.142897,9.876167
Justicia macrantha,2021,-84.142897,9.876167
Platystele compacta,2021,-84.140469,9.877739
Talipariti tiliaceum,2021,-84.126586,9.977883
Nasa triphylla,2021,-83.978186,9.935564
Ardisia compressa,2021,-84.137725,9.880475
Strongylodon macrobotrys,2021,-84.078972,9.981263
Mimosa pudica,2021,-84.072126,9.939423
Lopezia miniata,2021,-84.142897,9.876167
Zingiber spectabile,2021,-84.071667,9.938889
Richardia scabra,2019,-84.098113,9.938086
Pseudogynoxys chenopodioides,2021,-84.043582,9.990443
Maxillaria bradeorum,2021,-83.989625,10.038062
Salvia polystachia,2021,-84.136239,9.881064
Arthrostemma ciliatum,2021,-84.142897,9.876167
Anthurium scandens,2021,-84.140403,9.873347
Ponthieva racemosa,2021,-84.142897,9.876167
Lepidium virginicum,2020,-84.043662,9.991115
Aristolochia grandiflora,2019,-84.018251,9.906311
Alibertia patinoi,2020,-84.079194,9.983278
Genipa americana,2021,-84.27778,9.918948
Dahlia pinnata,2020,-84.157119,9.933778
Calliandra riparia,2021,-84.123454,10.025789
Thunbergia alata,2021,-84.051169,9.937
Robinsonella lindeniana,2021,-84.006016,9.900134
Cirsium subcoriaceum,2021,-83.824437,9.97372
Ipomoea santillanii,2021,-83.969641,9.940678
Cirsium subcoriaceum,2021,-84.152569,9.885798
Passiflora adenopoda,2020,-83.943462,9.909199
Robinsonella lindeniana,2021,-84.102149,9.992103
Pyrostegia venusta,2011,-84.19725,10.058888
Wigandia urens,2011,-84.19725,10.058888
Coffea arabica,2011,-84.19725,10.058888
Cupressus lusitanica,2011,-84.19725,10.058888
Erythrina poeppigiana,2011,-84.19725,10.058888
Palhinhaea cernua,2011,-83.790245,9.766451
Centropogon granulosus,2011,-83.790245,9.766451
Tabebuia ochracea,2011,-83.85437,9.794494
Passiflora vitifolia,2011,-84.19725,10.058888
Erythrina poeppigiana,2011,-83.85437,9.794494
Wercklea insignis,2011,-83.790245,9.766451
Anthurium obtusilobum,2011,-83.790245,9.766451
Zingiber spectabile,2011,-84.19725,10.058888
Coffea arabica,2011,-84.19725,10.058888
Acnistus arborescens,2021,-83.927572,9.870278
Blakea gracilis,2021,-84.077739,10.070303
Euphorbia pulcherrima,2021,-84.071739,9.932533
Pontederia crassipes,2021,-84.102372,9.935653
Plumbago auriculata,2021,-84.15966,10.004907
Poikilacanthus macranthus,2021,-84.041586,10.052319
Mirabilis jalapa,2021,-84.058486,9.93752
Codiaeum variegatum,2021,-83.9104,9.872561
Brunfelsia pauciflora,2021,-84.081737,10.05965
Tradescantia zebrina,2021,-84.12711,10.001771
Acnistus arborescens,2021,-84.002511,9.930275
Rivina humilis,2021,-84.062919,9.939967
Duranta erecta,2021,-84.103897,9.937763
Commelina diffusa,2021,-84.102323,9.935627
Satyria warszewiczii,2021,-84.075639,10.073019
Tinantia erecta,2021,-84.064339,9.933756
Tradescantia zebrina,2021,-84.00331,9.930195
Nectandra membranacea,2021,-84.016879,9.936355
Cosmos sulphureus,2021,-84.095883,9.934267
Arachis pintoi,2021,-83.959584,9.981728
Philodendron hederaceum,2020,-83.875186,9.805162
Palicourea padifolia,2021,-84.085882,10.058932
Yucca gigantea,2021,-83.961916,9.982873
Furcraea cabuya,2021,-84.123723,10.019123
Annona muricata,2018,-83.922548,9.954958
Phytolacca icosandra,2021,-83.8686,9.826333
Werauhia ororiensis,2002,-84.123113,10.078789
Trimezia martinicensis,2020,-84.198442,10.057953
Aloe vera,2021,-84.07718,9.964822
Bauhinia monandra,2018,-84.090725,9.928069
Emilia fosbergii,2021,-84.062686,9.932194
Epidendrum radicans,2021,-84.142271,9.876843
Passiflora biflora,2021,-84.058356,9.937504
Momordica charantia,2021,-84.184965,9.949326
Aristolochia grandiflora,2021,-84.06307,9.92736
Pistia stratiotes,2021,-84.275551,10.012489
Lantana camara,2017,-84.156245,9.924052
Justicia aurea,2021,-84.116102,10.022797
Passiflora biflora,2021,-84.057928,9.927813
Gonolobus edulis,2021,-84.063045,9.927374
Thunbergia erecta,2021,-84.00151,9.994741
Passiflora apetala,2021,-84.048553,9.99855
Gonolobus edulis,2021,-84.065004,9.933531
Phytolacca rugosa,2021,-83.998441,9.997672
Gonolobus edulis,2021,-84.058142,9.935925
Megaskepasma erythrochlamys,2021,-83.988312,10.011916
Zygia longifolia,2021,-84.141648,9.953493
Handroanthus ochraceus,2019,-84.07885,9.980484
Kohleria tubiflora,2021,-84.344488,9.989342
Columnea anisophylla,2021,-84.041178,10.051096
Bambusa vulgaris,2020,-84.061661,9.88442
Arachnothryx calycosa,2021,-84.041111,10.051944
Scutellaria isocheila,2021,-84.041111,10.054722
Costus pictus,2021,-84.045178,9.926469
Mirabilis jalapa,2021,-84.139679,9.91431
Miconia cuspidatissima,2021,-84.04086,10.054463
Sanicula liberta,2018,-83.783425,9.757797
Epipremnum aureum,2021,-84.173668,9.987395
Commelina diffusa,2021,-84.043598,9.990773
Enterolobium cyclocarpum,2019,-84.07885,9.980484
Philodendron hederaceum,2021,-84.173729,9.987346
Megaskepasma erythrochlamys,2021,-84.117056,10.021519
Megaskepasma erythrochlamys,2021,-84.034924,9.887875
Schefflera actinophylla,2021,-84.1735,9.98674
Aristolochia grandiflora,2021,-84.057678,9.937834
Zantedeschia aethiopica,2020,-84.043466,9.990732
Solanum viarum,2021,-83.916056,9.875945
Anthurium hoffmannii,2020,-84.041756,9.994752
Gonocalyx pterocarpus,2021,-84.041389,10.050556
Malvaviscus penduliflorus,2018,-83.835172,9.8252
Cosmos sulphureus,2021,-84.246948,9.951996
Crinum amabile,2021,-84.089889,9.849038
Blakea grandiflora,2021,-84.116956,10.007822
Psychotria sylvivaga,2021,-84.042015,10.052342
Hillia triflora,2021,-84.041259,10.052994
Malvaviscus penduliflorus,2019,-84.021897,10.024727
Epidendrum radicans,2021,-84.134135,9.858375
Tabebuia rosea,2019,-84.07885,9.980484
Malvaviscus penduliflorus,2020,-84.147512,9.936555
Pachira quinata,2021,-84.345337,9.988939
Megaskepasma erythrochlamys,2021,-84.198212,10.058167
Monotropa uniflora,2021,-83.938814,9.807418
Pachystachys lutea,2021,-84.246703,9.951636
Justicia croceochlamys,2021,-84.078692,9.980817
Piper umbellatum,2021,-84.338837,9.992451
Jatropha multifida,2021,-84.108551,9.940639
Piper umbellatum,2021,-84.127092,9.97672
Tagetes filifolia,2021,-84.158786,9.896435
Pentas lanceolata,2021,-83.916193,9.863809
Nephrolepis cordifolia,2020,-83.808913,9.823959
Bambusa vulgaris,2021,-84.098785,9.896685
Heliconia latispatha,2021,-84.139555,9.914256
Eryngium carlinae,2021,-83.972489,9.936105
Ludwigia peruviana,2021,-83.988284,10.031456
Podranea ricasoliana,2020,-84.123334,9.913281
Passiflora oerstedii,2021,-83.768522,9.827039
Cordyline fruticosa,2021,-84.139681,9.914185
Eryngium carlinae,2021,-84.138507,9.872165
Eryngium carlinae,2021,-84.062839,9.93105
Bambusa vulgaris,2021,-84.000679,9.906803
Cleome houtteana,2021,-84.078573,9.981643
Pontederia crassipes,2021,-84.150639,10.045879
Aristolochia grandiflora,2021,-84.049881,9.936831
Passiflora adenopoda,2021,-84.042063,10.008762
Eryngium carlinae,2021,-84.045906,9.924356
Carica papaya,2021,-84.124613,10.001721
Monstera deliciosa,2008,-83.866924,9.817699
Trifolium repens,2021,-83.930306,9.857575
Bambusa vulgaris,2008,-83.866517,9.817799
Pachystachys lutea,2008,-83.866603,9.817947
Tillandsia caput-medusae,2021,-84.060594,9.938506
Oenothera rosea,2021,-84.064164,9.933733
Solanum lycopersicum,2021,-84.180181,10.009913
Platycerium bifurcatum,2008,-83.866714,9.817779
Melothria pendula,2021,-84.063547,9.934525
Tridax procumbens,2021,-84.062725,9.927139
Cordyline fruticosa,2021,-84.108998,9.951701
Rivina humilis,2021,-83.975442,9.906797
Bocconia frutescens,2021,-83.806253,9.916578
Justicia croceochlamys,2021,-84.062069,9.92765
Tillandsia caput-medusae,2021,-84.201363,10.014708
Zygia longifolia,2021,-84.06295,9.9398
Euphorbia hirta,2021,-84.065278,9.933539
Pontederia crassipes,2018,-84.103163,9.93375
Chrysothemis pulchella,2021,-84.345469,9.989559
Monstera deliciosa,2021,-84.345989,9.990355
Rivina humilis,2021,-84.139383,10.001132
Ceiba pentandra,2021,-84.057169,9.9381
Pseuderanthemum cuspidatum,2021,-84.063158,9.939364
Plumbago auriculata,2021,-84.346161,9.99051
Crassocephalum crepidioides,2021,-84.109219,9.95168
Lepidium virginicum,2021,-84.065106,9.933639
Eryngium carlinae,2021,-84.064022,9.927739
Caladium bicolor,2021,-84.092209,9.937961
Drymonia parviflora,2021,-84.142271,9.876843
Ricinus communis,2021,-84.059044,9.938361
Melothria pendula,2021,-84.062694,9.930808
Gloxinia erinoides,2021,-84.346172,9.990425
Gonolobus edulis,2021,-84.062686,9.933486
Acnistus arborescens,2021,-84.062989,9.926967
Lepidium virginicum,2021,-84.065278,9.933539
Nasa triphylla,2021,-84.142271,9.876843
Browallia americana,2021,-84.062119,9.932181
Pseuderanthemum cuspidatum,2021,-84.062908,9.939772
Columnea glabra,2021,-84.142271,9.876843
Impatiens walleriana,2021,-84.345283,9.98948
Palicourea padifolia,2021,-84.142271,9.876843
Chrysopogon zizanioides,2021,-84.024587,10.019014
Tecoma stans,2021,-83.974891,9.906259
Psidium guineense,2021,-84.10627,9.907498
Psidium guajava,2021,-84.19309,9.936148
Lepanthes bradei,2016,-84.063442,10.057685
Solanum betaceum,2021,-83.969371,9.937533
Cascabela thevetia,2020,-83.832723,9.79442
Petrea volubilis,2021,-84.3694,9.98857
Passiflora biflora,2021,-84.063119,9.92685
Tridax procumbens,2021,-84.062283,9.930133
Hypoxis decumbens,2021,-84.063308,9.927433
Alpinia purpurata,2021,-84.092285,9.937958
Rivina humilis,2021,-84.060872,9.938469
Aphelandra aurantiaca,2021,-83.769211,9.825373
Bidens pilosa,2021,-84.0624,9.932728
Spananthe paniculata,2021,-84.063225,9.926706
Callianthe picta,2021,-84.078872,9.980823
Dracaena reflexa,2021,-84.137707,9.90633
Eryngium carlinae,2021,-84.062375,9.92905
Fuchsia paniculata,2021,-83.831226,9.962775
Bidens pilosa,2021,-84.065353,9.932889
Tabebuia rosea,2021,-84.345138,9.989982
Gloxinia erinoides,2021,-84.345069,9.989215
Moussonia deppeana,2021,-84.142271,9.876843
Passiflora biflora,2021,-84.063058,9.926925
Musa acuminata,2021,-84.211716,10.097664
Passiflora biflora,2021,-84.061972,9.927178
Monstera deliciosa,2021,-84.345973,9.990382
Gunnera insignis,2018,-83.782013,9.745138
Bauhinia monandra,2021,-84.04403,9.934833
Gaultheria erecta,2021,-84.142271,9.876843
Palicourea elata,2021,-83.769623,9.825519
Hypoestes phyllostachya,2021,-84.059689,9.929608
Gaultheria erecta,2021,-84.142271,9.876843
Phytolacca rugosa,2021,-84.142271,9.876843
Symphysia poasana,2021,-84.142271,9.876843
Alpinia purpurata,2021,-84.07254,9.938676
Gunnera insignis,2021,-83.827834,9.967126
Browallia americana,2021,-84.058658,9.937969
Tillandsia caput-medusae,2021,-84.060667,9.938508
Oxalis debilis,2021,-84.061306,9.931928
Richardia scabra,2021,-84.065172,9.933589
Zingiber spectabile,2021,-84.059689,9.929608
Heliconia rostrata,2021,-84.10517,9.94643
Callisia serrulata,2021,-84.063175,9.926744
Stenostephanus leiorhachis,2021,-83.76886,9.824278
Gonolobus edulis,2021,-84.062819,9.927058
Passiflora biflora,2021,-84.060872,9.938469
Mazus pumilus,2021,-84.063686,9.933858
Euphorbia hirta,2021,-84.066683,9.932356
Megaskepasma erythrochlamys,2021,-84.191776,9.981588
Oenothera rosea,2021,-84.065161,9.933625
Bauhinia monandra,2021,-84.060647,9.895228
Palicourea angustifolia,2021,-84.142271,9.876843
Peperomia lanceolata,2021,-83.833333,9.745
Oenothera rosea,2021,-84.065214,9.933583
Centropogon costaricae,2021,-84.142271,9.876843
Oenothera rosea,2021,-84.064628,9.933506
Piper marginatum,2021,-84.346221,9.990292
Cavendishia bracteata,2021,-84.142271,9.876843
Pleroma heteromalla,2021,-84.345961,9.990551
Montanoa hibiscifolia,2021,-84.071768,9.939454
Macleania rupestris,2021,-83.983782,9.881983
Musa velutina,2019,-84.039438,9.939444
Acalypha wilkesiana,2020,-83.85485,9.799833
Acalypha hispida,2021,-84.12703,9.977208
Clerodendrum speciosum,2021,-84.022033,10.02654
Podranea ricasoliana,2021,-84.031965,9.936223
Witheringia solanacea,2021,-84.144847,9.872881
Manihot esculenta,2021,-84.12655,9.97797
Psidium cattleianum,2021,-84.046411,9.924419
Moussonia deppeana,2021,-84.149154,9.874919
Euphorbia cotinifolia,2021,-84.126739,9.976667
Platystele compacta,2020,-84.143888,9.875681
Pilea nummulariifolia,2020,-84.079413,9.983232
Syzygium jambos,2021,-83.92827,9.86588
Plumeria rubra,2019,-84.03955,9.939687
Acanthus montanus,2019,-84.0714,9.9326
Hymenocallis littoralis,2020,-84.0678,9.998
Anisacanthus gracewoodiae,2012,-84.067944,10.001556
Hymenocallis littoralis,2021,-84.0678,9.998
Columnea consanguinea,2002,-83.782175,9.746202
Castilleja arvensis,2021,-84.061642,9.926464
Megaskepasma erythrochlamys,2021,-84.378945,9.98233
Pseuderanthemum variabile,2021,-84.345688,9.989192
Centropogon costaricae,2021,-84.141653,9.877008
Epidendrum radicans,2021,-84.138792,9.87985
Morinda citrifolia,2021,-84.345688,9.98922
Drymonia parviflora,2021,-84.135096,9.876797
Moussonia deppeana,2021,-84.143597,9.876006
Asclepias curassavica,2021,-84.135096,9.876797
Rivina humilis,2021,-84.018855,9.980222
Anthurium scandens,2021,-84.032553,10.044713
Cuphea appendiculata,2021,-84.045319,10.030054
Asclepias curassavica,2021,-84.135096,9.876797
Passiflora biflora,2021,-84.061822,9.938836
Palicourea axillaris,2021,-84.141894,9.876933
Rubus rosifolius,2021,-84.135096,9.876797
Begonia ignea,2021,-84.135096,9.876797
Galium hypocarpium,2021,-84.137472,9.880844
Axinaea costaricensis,2021,-84.1437,9.859183
Amaranthus spinosus,2020,-84.033171,10.004087
Werauhia ororiensis,2011,-84.206187,9.994145
Mangifera indica,2020,-83.841999,9.784716
Zephyranthes carinata,2021,-84.046019,9.927858
Psidium guajava,2020,-84.046394,9.924747
Thyrsacanthus tubaeformis,2020,-84.043698,9.991176
Eugenia uniflora,2020,-84.045563,10.030475
Monochaetum floribundum,2020,-84.021944,10.050556
Averrhoa carambola,2021,-84.346145,9.990403
Psidium guajava,2020,-83.841999,9.784716
Orthrosanthus monadelphus,2021,-84.139233,9.879181
Gonolobus edulis,2021,-84.061472,9.931958
Gloriosa superba,2021,-84.078847,9.98046
Puya dasylirioides,2008,-83.803711,9.769597
Arachnothryx buddleioides,2021,-84.141031,9.877247
Epidendrum lacustre,2021,-84.143608,9.875958
Cedrela odorata,2020,-84.016462,9.907565
Carica papaya,2014,-84.171099,10.012663
Epidendrum radicans,2021,-84.024841,10.026207
Gonolobus edulis,2021,-84.065589,9.932875
Peperomia pseudoalpina,2021,-84.139717,9.879072
Mirabilis jalapa,2021,-84.02785,9.886334
Solanum viarum,2021,-84.133954,9.874209
Mangifera indica,2019,-84.10168,9.935649
Muntingia calabura,2021,-84.318266,9.919736
Piper auritum,2020,-84.043574,9.990623
Eugenia uniflora,2020,-84.063667,9.946963
Oenothera rosea,2021,-84.065581,9.933606
Peperomia pseudoalpina,2021,-84.146615,9.872544
Eugenia uniflora,2021,-84.204258,9.987145
Cassia grandis,2021,-84.170974,9.98172
Mirabilis jalapa,2020,-84.043498,9.991505
Pilea microphylla,2021,-83.852872,9.790976
Stemodia verticillata,2020,-84.051944,9.958611
Carica papaya,2020,-83.83029,9.830718
Solanum viarum,2021,-84.045465,10.051577
Aristolochia grandiflora,2021,-84.050864,9.937219
Miconia xalapensis,2020,-84.032147,10.006076
Cyperus odoratus,2020,-84.043641,9.991177
Solanum viarum,2017,-84.156225,9.923965
Solanum viarum,2020,-83.973173,9.886776
Mirabilis jalapa,2020,-83.841999,9.784716
Oenothera rosea,2020,-84.043657,9.990597
Cordia eriostigma,2020,-84.03854,9.992619
Verbena litoralis,2020,-84.033118,10.004251
Acmella repens,2020,-84.033082,10.004261
Begonia estrellensis,2021,-84.143635,9.87666
Ipomoea corymbosa,2018,-84.0722,9.9363
Sagina revelierei,2018,-84.073447,9.93473
Sagina revelierei,2018,-84.022222,9.96
Sagina revelierei,2018,-84.0722,9.9363
Callitriche terrestris,2018,-84.022222,9.96
Campyloneurum amphostenon,2005,-84.123333,10.121667
Myriocarpa bifurca,2021,-84.4523,9.9295
Spinacia oleracea,2021,-84.085275,9.968193
Ocimum gratissimum,2018,-84.022222,9.96
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Escallonia myrtilloides,2005,-84.099998,10.13
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Catopsis nutans,2010,-83.870003,9.82
Sagina revelierei,2014,-84.073447,9.93473
Oldenlandiopsis callitrichoides,2018,-84.0722,9.9363
Piper peltatum,2021,-84.1085,9.997961
Hedychium coronarium,2020,-84.039285,10.038088
Tridax procumbens,2021,-84.126488,9.926346
Trichilia havanensis,2021,-84.10852,9.997965
Aristolochia grandiflora,2021,-84.063192,9.927436
Pilea microphylla,2021,-84.108619,9.998137
Oxalis triangularis,2021,-84.051208,9.93673
Erechtites valerianifolius,2021,-84.143027,9.873369
Centrosema pubescens,2020,-83.987222,9.868611
Zinnia elegans,2021,-84.193236,9.937895
Drymonia lanceolata,2012,-84.025256,10.053236
Pachycaulos nummularia,2021,-83.971219,9.935287
